,Area,Rooms,Yard,Floors,Owners,Year,Basement,Attic,Garage,Storage,Guest,Price
2738,4463,93,0,39,2,2012,7372,2442,578,1,2,453762.2
2739,51890,85,1,37,8,2020,9905,8229,442,0,3,5194644.0
2740,88616,92,0,37,1,1999,8685,9638,382,1,0,8868266.9
2741,61104,88,1,51,4,1997,1649,5126,144,1,9,6124108.7
2742,31832,90,1,85,1,2003,706,5541,266,0,2,3193411.3
2743,12683,92,1,7,1,2019,1409,7849,950,0,9,1275226.9
2744,37375,13,1,66,2,2015,6681,4975,881,1,1,3745925.5
2745,10310,85,1,93,9,2016,6055,4822,434,1,6,1041341.6
2746,38300,27,0,8,5,2005,2464,1357,463,1,10,3831178.5
2747,91524,23,1,43,5,1998,4642,5648,945,0,5,9160076.8
2748,41155,9,1,51,5,2012,1335,6035,671,0,9,4121258.2
2749,97732,45,0,19,7,2014,4115,4663,735,0,1,9774150.4
2750,5431,15,1,13,2,2011,9049,9409,470,1,5,548835.1
2751,97452,83,1,54,1,1992,9092,321,419,0,7,9751753.2
2752,88935,70,1,28,5,2002,5359,5273,680,0,4,8903298.2
2753,61243,58,0,75,10,1993,9318,1915,362,0,5,6132501.3
2754,41367,6,1,37,10,1994,9966,295,628,1,1,4147892.4
2755,95269,87,0,44,8,2018,9071,692,755,0,2,9529625.8
2756,6501,53,1,39,6,1991,7598,6605,297,1,3,658653.1
2757,44229,65,1,39,3,1993,9789,1111,230,0,4,4429834.3
2758,10745,86,1,14,4,1995,8212,4181,338,0,9,1080749.5
2759,33647,9,0,78,5,2020,6228,6742,700,1,5,3373938.0
2760,35930,95,0,27,3,2012,4611,4419,470,0,0,3598810.2
2761,37961,67,1,85,2,2011,2733,9597,170,0,5,3806007.1
2762,40639,27,1,42,10,2013,6672,8636,546,1,2,4074524.3
2763,18866,49,0,44,1,1998,1059,3462,720,0,8,1890711.8
2764,69101,90,1,2,7,2017,9455,9104,506,1,6,6914075.7
2765,94109,72,0,83,2,2014,8095,6127,227,0,1,9417855.4
2766,43366,59,1,44,1,2015,6043,8396,729,0,0,4346233.5
2767,85181,4,0,98,6,2020,9945,9629,574,0,6,8530230.0
2768,51340,5,0,73,2,1999,9791,1480,711,1,6,5138145.9
2769,48870,22,0,69,2,2013,772,2267,413,0,10,4894474.3
2770,2167,98,1,93,8,1990,1100,8532,676,1,4,226782.0
2771,88926,38,0,23,5,2012,7979,4141,109,0,6,8893969.2
2772,65472,69,0,5,9,2001,7004,2403,283,0,8,6549900.1
2773,60060,58,0,60,3,2010,2016,7986,707,0,10,6010411.0
2774,43295,34,0,22,9,1995,1676,8216,643,1,5,4335970.5
2775,65322,5,1,94,3,2010,9337,8715,806,1,6,6537327.0
2776,43084,5,1,27,10,2018,7387,8377,388,0,1,4312866.8
2777,51419,68,0,92,10,2014,4990,8644,924,1,8,5145979.4
2778,31464,21,1,21,10,1992,28,343,497,1,1,3148466.2
2779,9503,12,1,8,4,2016,8790,633,603,1,2,955903.6
2780,33272,97,0,88,7,2020,8224,5806,455,1,10,3332408.0
2781,32257,72,1,84,1,2006,1191,9291,190,0,9,3239971.6
2782,61217,36,1,18,5,2012,1592,9017,494,0,9,6126771.2
2783,75887,30,0,51,2,2003,4181,200,978,1,5,7592702.3
2784,73064,12,1,49,10,1994,7086,6192,392,0,2,7312103.4
2785,10648,72,0,90,10,2012,7528,8921,131,1,7,1071651.2
2786,4149,70,0,19,5,2001,2606,7650,326,1,5,420560.1
2787,75350,6,0,64,5,2021,2329,2609,382,1,3,7539904.1
2788,70345,90,0,2,8,2015,3695,104,826,1,7,7035087.5
2789,39723,57,0,84,1,1995,1030,5948,223,0,1,3981216.5
2790,96429,68,1,49,7,2004,4092,2010,650,1,5,9650188.4
2791,20001,37,1,48,8,2013,7270,9374,919,1,7,2007477.3
2792,163,6,0,29,3,1990,6022,8521,391,1,3,17363.0
2793,77882,73,0,76,7,1993,2355,6496,747,1,1,7797780.3
2794,89492,44,0,68,9,2003,7276,5013,351,0,8,8957726.3
2795,94972,19,0,23,2,1990,9628,2016,151,0,1,9500113.0
2796,38606,28,1,14,1,1999,3026,2596,554,1,6,3864489.9
2797,4389,21,0,22,4,1991,4112,3799,993,1,9,441287.1
2798,9088,21,0,93,9,2008,6869,2306,555,1,3,913263.8
2799,64256,37,0,87,2,1994,3051,8214,807,1,9,6438154.4
2800,88976,6,1,74,3,2011,4176,1412,357,1,8,8906213.1
2801,8910,20,1,93,5,2012,3097,641,223,0,7,898488.2
2802,13851,77,0,83,1,2019,2448,7546,961,0,7,1392391.9
2803,15928,29,1,81,2,2017,9165,6615,195,1,10,1603995.7
2804,67849,40,0,94,1,1996,4405,7746,719,0,4,6792498.6
2805,91073,72,0,50,9,2018,6760,4028,976,0,7,9111251.8
2806,91458,44,0,49,8,1991,2763,1749,108,1,6,9149688.1
2807,46478,6,1,31,2,2003,1813,354,916,0,7,4657996.3
2808,62592,47,1,30,10,2017,6845,1485,833,0,7,6262694.7
2809,60680,49,0,80,6,2012,8520,4697,855,1,4,6075501.2
2810,85659,57,0,17,10,2015,8825,4435,743,1,7,8567586.5
2811,35188,79,0,52,1,2010,4392,3808,639,1,10,3523563.0
2812,91123,89,0,47,5,2008,6089,7988,622,0,9,9116372.8
2813,78117,98,1,84,4,1997,1732,5314,331,1,7,7825898.7
2814,98689,75,1,55,4,2009,3462,3915,882,0,6,9874062.9
2815,1720,73,1,83,8,1991,70,4360,126,1,5,183918.1
2816,14345,37,1,99,10,1997,1617,4224,857,1,9,1445853.7
2817,30914,5,0,2,4,1996,5768,3413,307,1,8,3092163.6
2818,4099,27,0,84,3,2000,7950,3949,741,0,8,413304.0
2819,23478,80,1,5,2,2019,5728,2902,263,1,6,2351874.9
2820,1086,4,1,81,2,2011,64,7702,375,1,9,116061.1
2821,45181,78,1,39,8,1994,6735,8600,530,0,10,4525938.4
2822,176,30,0,15,3,2000,2325,6230,536,0,9,18985.0
2823,79680,84,0,100,8,2018,3404,2843,632,0,0,7975851.8
2824,32776,72,0,71,5,2001,8324,2179,737,0,8,3283690.1
2825,88755,4,1,5,7,2011,1759,5842,288,1,5,8882476.1
2826,95096,68,0,83,5,2009,7667,37,801,1,0,9515861.9
2827,77212,70,0,16,9,2012,8919,5402,692,1,5,7727317.2
2828,46910,80,1,99,6,1994,4093,3721,890,1,8,4706368.4
2829,75487,82,0,97,7,2011,9162,1991,442,0,1,7558644.1
2830,41090,24,0,39,3,2010,8963,1592,316,0,2,4114595.0
2831,87111,16,1,71,10,2008,4567,4444,708,1,1,8716894.8
2832,87353,5,1,47,3,1991,5013,5168,108,0,8,8745540.1
2833,29664,88,1,87,8,2006,1108,7600,891,1,3,2975680.6
2834,23184,56,1,100,9,1997,7131,4031,762,1,3,2335644.7
2835,65482,66,1,21,6,1996,134,1222,171,0,6,6556065.6
2836,81602,9,1,46,6,2017,5471,1562,144,1,2,8169478.7
2837,48129,73,1,76,7,1994,7889,4322,514,0,2,4823162.4
2838,2684,97,0,19,3,2010,2676,1879,936,1,8,272104.0
2839,17563,51,1,95,8,2013,4369,7844,555,0,2,1762997.3
2840,37853,97,0,54,6,2019,1210,346,332,1,0,3792902.9
2841,25147,35,1,81,7,2014,4068,7472,225,0,6,2521731.4
2842,23843,64,0,87,6,1999,2961,9343,919,1,2,2391434.9
2843,68369,86,1,19,7,2010,3330,9662,292,0,2,6843646.0
2844,11583,49,0,9,6,2012,8636,4794,549,0,4,1161984.2
2845,9559,28,0,76,1,2020,4966,3537,849,0,6,963514.0
2846,38611,20,1,53,7,2020,308,1690,810,0,6,3870229.0
2847,17618,9,1,36,6,1992,8906,6122,943,1,1,1771805.2
2848,73903,34,1,35,2,2017,250,2992,718,0,5,7397590.7
2849,24484,22,1,21,9,2000,6601,9844,236,0,8,2452550.0
2850,32442,25,1,51,7,2004,9834,7341,289,0,4,3252838.4
2851,38826,53,1,91,8,2001,2901,7535,464,1,5,3890080.1
2852,65340,84,0,34,4,2004,5481,349,836,1,7,6536254.4
2853,93638,51,1,62,4,1992,6134,2573,694,1,9,9378471.2
2854,61146,84,1,54,5,2021,4572,2348,433,0,9,6125077.1
2855,24004,62,1,99,9,2003,1372,2371,446,0,4,2414637.3
2856,83588,82,1,57,4,1994,2598,746,108,1,2,8369526.4
2857,85820,72,1,70,9,2002,2238,7291,998,1,1,8588402.2
2858,39799,23,1,76,8,1993,5411,1575,281,0,9,3984987.3
2859,84355,23,0,22,10,1999,4851,7101,736,1,9,8439985.9
2860,59747,38,1,13,7,1994,4173,7116,973,0,8,5984506.4
2861,6009,36,1,59,9,2016,8867,3057,158,0,9,612067.6
2862,5965,25,0,88,10,2017,9846,2192,243,1,1,601173.7
2863,78079,31,1,98,6,2001,3136,7021,989,1,7,7820045.1
2864,48378,17,1,19,6,2000,7572,5929,498,0,1,4848213.0
2865,94695,86,1,1,1,1992,5398,553,509,0,8,9478421.2
2866,48642,56,1,87,3,2020,3600,2728,145,0,7,4869835.0
2867,11524,24,1,65,8,2018,9789,9878,331,0,10,1161912.8
2868,97539,70,1,88,10,1990,4165,5523,447,0,10,9761326.0
2869,825,24,0,23,4,2008,8622,2077,584,1,4,87430.8
2870,64365,46,1,27,8,2018,204,2316,957,1,3,6444610.8
2871,68063,52,1,51,4,1990,9550,3622,379,1,4,6813816.0
2872,41848,55,1,99,1,1992,2330,3066,861,0,0,4200544.2
2873,78741,54,0,60,2,2005,9057,5024,402,0,2,7880701.5
2874,16824,86,1,72,8,2010,4287,7300,984,0,10,1695808.0
2875,51203,59,0,58,9,2010,8413,3175,359,0,5,5123643.0
2876,97108,30,0,88,7,2008,1103,6879,555,0,8,9714782.8
2877,69261,41,1,29,5,2008,6518,3834,546,1,3,6935036.8
2878,89425,19,1,47,9,2002,3695,3399,439,0,8,8952287.2
2879,26792,67,1,32,5,2003,4687,5948,327,1,1,2684819.3
2880,91443,65,0,61,7,2002,9240,6787,549,1,5,9148710.2
2881,89470,47,0,4,8,2005,6633,4782,321,1,8,8947834.5
2882,53313,41,0,47,6,2003,2127,4905,793,0,9,5335501.3
2883,93913,6,0,15,6,2009,9940,7252,744,0,0,9396713.9
2884,31042,48,0,53,6,2003,907,3418,162,1,5,3109396.3
2885,9329,18,0,18,10,2018,2898,7505,176,0,8,934231.8
2886,42272,8,1,15,4,2017,6622,3306,733,0,5,4232650.7
2887,30588,71,1,73,9,1998,9841,8345,457,0,2,3064993.8
2888,99742,96,1,51,9,2013,6762,2336,760,1,6,9984910.3
2889,33065,15,1,22,3,1998,733,8245,305,0,10,3314847.8
2890,22702,10,0,49,10,1995,6442,1994,122,1,6,2271827.5
2891,31885,26,1,68,2,2005,1974,489,732,1,7,3202805.5
2892,64602,77,1,65,5,1996,2656,2980,434,1,6,6467513.6
2893,75853,17,1,63,6,2004,4768,2815,256,0,8,7591050.4
2894,5409,51,0,70,3,2017,7475,9621,142,0,7,546201.7
2895,80699,20,1,88,10,2009,1740,1538,372,0,8,8074576.9
2896,8607,17,0,14,4,1992,1627,465,504,0,1,862453.2
2897,75057,63,1,63,5,2017,9394,6084,275,1,6,7518049.7
2898,70919,11,1,44,10,1997,8742,1290,177,1,10,7101031.7
2899,29710,96,1,67,8,2015,9951,4716,1000,1,2,2978583.5
2900,61798,46,0,54,1,2013,9956,8006,361,0,0,6182113.3
2901,6313,53,1,67,6,2014,7458,8642,651,1,0,641055.4
2902,60375,50,0,65,9,2004,8852,5057,664,0,9,6038750.4
2903,69421,45,0,9,2,2014,8080,4985,665,1,9,6945284.4
2904,89086,4,0,16,10,2019,2269,2972,885,1,9,8909993.9
2905,68603,60,0,23,9,2020,5026,7023,209,0,2,6861289.0
2906,12448,59,0,44,2,2003,1095,4762,168,1,0,1249624.3
2907,37945,85,0,79,8,2001,1684,7570,917,0,5,3799158.1
2908,34867,42,0,69,5,1991,6839,4868,809,1,1,3491110.1
2909,16547,85,1,40,5,2008,2183,3447,119,0,10,1659757.8
2910,58218,14,1,46,6,2004,1556,3235,831,0,10,5834539.4
2911,28790,88,0,45,2,2005,6294,9630,655,1,10,2882833.5
2912,92822,54,1,9,10,1999,1193,6951,975,0,5,9287119.9
2913,89217,75,1,77,4,1991,2892,9333,331,1,8,8929604.1
2914,65822,14,0,59,7,2006,6182,6662,946,0,5,6588632.6
2915,617,21,1,27,4,2013,2834,9336,638,0,3,67453.3
2916,37171,98,0,18,5,2012,3008,723,440,1,9,3719105.2
2917,82918,54,0,10,10,1999,8930,4203,871,0,8,8292659.9
2918,4130,26,1,41,6,2021,7601,9141,896,1,7,421621.1
2919,95145,60,1,50,9,2020,6696,6839,284,0,4,9519958.0
2920,58864,11,0,1,3,2014,7302,9803,105,0,9,5891413.4
2921,94363,61,0,23,9,1999,5668,2239,589,0,7,9440706.9
2922,78204,16,0,46,8,2012,1830,1136,783,1,9,7822501.2
2923,71588,89,0,21,7,2012,1540,5378,318,1,5,7161052.2
2924,68579,67,1,70,2,1997,3523,7099,352,0,4,6868611.7
2925,19174,44,0,54,3,1996,7078,6766,192,0,9,1923170.6
2926,90646,21,0,82,1,1997,4615,4738,585,1,3,9071481.7
2927,81430,82,1,54,6,2020,7294,2909,924,1,4,8147920.0
2928,99428,94,0,68,6,2018,5468,3046,572,1,3,9947775.8
2929,60815,2,0,97,10,2015,6517,7559,800,1,5,6089911.5
2930,95591,90,1,39,5,1993,3338,1139,958,1,10,9569415.3
2931,47497,18,1,72,5,2009,6683,3996,630,0,6,4761272.9
2932,65725,75,0,95,9,2000,9052,6832,890,1,9,6582022.0
2933,21360,8,1,60,7,1991,8744,3286,374,0,4,2139458.1
2934,56559,23,1,60,4,1990,9091,1223,366,0,4,5661049.0
2935,45440,74,0,98,10,2002,9249,7129,597,0,0,4550279.2
2936,13112,74,1,26,9,1993,1633,1105,362,1,9,1318665.3
2937,68276,71,0,31,4,2012,1793,7020,696,0,10,6829756.2
2938,64518,90,0,61,6,2020,4171,3638,125,0,6,6455071.0
2939,56093,94,1,11,10,2008,5012,6187,226,0,2,5619471.8
2940,84653,83,0,20,8,1997,8123,299,851,1,1,8467089.7
2941,96169,51,0,13,3,2019,2255,9920,559,1,7,9620987.9
2942,57789,60,1,24,6,2008,5651,7192,105,0,5,5787699.8
2943,93091,33,1,43,9,1993,5077,8404,144,1,8,9317741.3
2944,87190,99,1,14,7,2013,8633,5913,406,0,0,8724894.3
2945,38998,68,1,31,3,1996,2855,6035,238,1,2,3910733.6
2946,97134,61,1,68,4,2019,8966,5077,602,1,7,9718663.9
2947,39309,80,1,32,3,2001,9448,6462,344,1,7,3939850.1
2948,70751,87,1,93,8,2003,4567,2319,721,0,7,7084089.3
2949,63086,91,0,49,2,2013,9450,7398,333,0,10,6312576.3
2950,25472,23,0,44,3,2003,2869,5106,892,0,9,2552592.3
2951,3514,8,0,21,6,2013,1565,5840,975,0,2,357856.3
2952,99134,67,1,32,9,1998,9316,9674,517,1,2,9919472.8
2953,82653,31,0,37,6,1992,6390,2348,480,1,3,8270829.2
2954,3723,75,1,31,10,2010,5815,9834,240,1,3,378299.0
2955,28232,6,0,18,10,1997,1632,8322,143,0,1,2827201.7
2956,46838,49,0,51,8,2020,7312,9273,306,1,6,4691794.0
2957,90562,47,1,7,1,2002,2562,8224,580,0,4,9066552.2
2958,562,95,0,97,5,2003,887,1092,178,0,10,65326.3
2959,5603,75,1,73,10,1992,746,6398,627,1,5,566684.2
2960,61704,20,1,11,6,2012,638,3805,565,1,6,6176111.2
2961,49579,99,1,37,10,1996,2301,6666,658,1,8,4967775.6
2962,59885,28,1,25,4,2010,2803,7183,944,1,3,5995883.0
2963,72109,81,1,41,8,1995,7934,1567,446,0,8,7220099.5
2964,41965,87,0,61,4,2000,4173,7371,216,0,7,4204881.0
2965,94216,32,1,75,9,1996,4216,4231,209,0,3,9432083.6
2966,39166,68,0,86,5,2008,4613,5967,570,1,7,3924397.8
2967,9923,41,0,46,10,1994,1340,1899,477,1,7,995743.4
2968,49374,38,0,63,6,2000,3356,5269,555,0,10,4944387.0
2969,76316,99,0,56,1,1995,9431,262,566,1,2,7634333.5
2970,26089,30,1,6,2,2013,4029,7946,554,0,9,2615548.3
2971,98045,21,1,62,10,1995,7184,3182,691,1,3,9818036.5
2972,69594,47,0,58,3,2021,6899,128,215,0,5,6963010.1
2973,56966,77,0,17,7,1992,8974,4039,373,0,2,5701030.2
2974,64795,53,1,64,10,1996,8261,4387,304,0,7,6489157.6
2975,39574,37,1,54,1,2018,2806,4867,619,0,1,3969486.8
2976,49014,54,0,62,3,2014,38,5627,743,1,2,4908129.4
2977,17034,50,1,89,2,2006,832,5877,417,1,5,1717170.6
2978,18742,10,0,10,1,2015,9836,9056,387,0,6,1879684.5
2979,98794,80,0,91,2,2021,4648,6710,662,1,8,9886677.1
2980,72207,46,1,33,2,1996,6041,760,471,0,3,7230004.6
2981,54881,24,0,72,10,1998,7585,6763,446,0,2,5494411.8
2982,12873,1,0,12,5,2010,4165,8515,497,1,5,1288333.0
2983,66263,51,0,4,7,2020,9244,7982,371,1,8,6628369.0
2984,26965,29,1,19,6,2002,9662,6704,149,1,6,2703481.2
2985,9433,84,0,1,3,2015,6558,3404,196,0,7,944025.5
2986,95293,80,0,43,4,1993,7547,8860,772,0,5,9534163.3
2987,86619,36,0,7,4,1990,255,2877,222,1,8,8663060.0
2988,8677,63,0,61,1,1996,927,579,839,0,3,875920.6
2989,83153,43,0,84,7,2014,7479,1912,956,1,9,8326391.4
2990,81892,7,1,69,10,2015,9180,2785,230,1,6,8204629.5
2991,21293,25,0,24,1,2007,2560,3384,242,0,9,2131214.7
2992,43636,13,1,11,1,2007,4347,9943,561,0,5,4373848.7
2993,1254,23,0,12,3,2018,817,2943,873,1,1,127840.8
2994,96953,70,1,55,9,2014,9651,3973,730,0,7,9703052.4
2995,92877,22,1,57,3,1993,5428,5905,170,1,8,9293826.3
2996,37312,40,0,9,4,2000,8764,3060,319,1,4,3735539.0
2997,44075,60,1,27,2,2005,5450,1188,755,0,8,4416478.5
2998,55845,73,0,76,2,2020,718,294,927,0,9,5593543.0
2999,68565,89,0,21,2,1996,9995,6951,708,0,6,6862474.6
3000,87484,77,0,27,1,2015,7495,654,332,1,6,8750467.5
3001,89220,31,1,64,9,2014,6972,6571,361,0,8,8928266.4
3002,31525,25,0,58,1,1992,4833,5465,462,0,0,3161366.2
3003,52579,55,1,2,6,2013,1496,2129,778,1,7,5263918.3
3004,30803,39,1,49,10,2004,3551,8633,968,1,6,3085897.4
3005,82120,31,1,33,4,2018,9276,9314,156,0,0,8223358.8
3006,71171,22,1,44,1,2001,5734,103,873,0,4,7127415.1
3007,579,8,0,20,2,1994,5060,7544,710,1,7,63718.4
3008,89204,69,0,19,1,1994,4087,8696,742,1,6,8921053.4
3009,5904,56,0,1,7,2018,9801,8978,490,1,1,595108.8
3010,92629,62,0,15,8,2003,5983,1667,618,1,3,9263965.3
3011,77553,96,0,99,10,2005,4072,4969,406,1,8,7763278.5
3012,3542,16,1,92,8,1998,6923,5570,414,1,10,363918.8
3013,10749,68,1,71,7,2000,4757,6098,889,1,8,1085899.0
3014,38021,76,1,82,2,1991,8601,915,955,0,0,3817885.1
3015,97193,47,0,18,2,2009,3810,843,488,0,5,9723642.9
3016,13309,20,1,73,8,2004,1620,7675,843,0,5,1337541.4
3017,10708,84,0,93,6,1998,9347,118,209,0,10,1076965.8
3018,77460,95,0,23,9,2008,9289,7172,951,1,2,7753079.8
3019,94133,93,0,71,5,2012,9978,803,143,0,10,9415634.2
3020,99869,63,0,15,7,2001,5894,5049,826,0,10,9990641.1
3021,66370,15,0,20,3,2002,5358,5636,962,0,7,6638720.2
3022,74780,86,0,3,2,2005,3421,1338,276,0,1,7479141.5
3023,89925,25,0,50,7,1992,4584,8115,918,1,6,8999987.2
3024,28808,71,1,13,10,2010,75,1103,755,0,3,2888357.0
3025,28640,68,0,98,2,1990,4829,7148,865,0,1,2870927.0
3026,15517,54,0,27,9,2001,7754,8916,991,1,4,1554406.1
3027,11059,42,0,85,9,2011,9216,2984,888,1,0,1113128.1
3028,86183,10,1,31,10,2010,8389,8395,637,0,0,8624347.0
3029,19408,71,1,50,6,2013,4385,3514,180,0,5,1953014.3
3030,26958,32,1,40,2,2001,9038,919,575,0,0,2706761.1
3031,45859,4,0,69,2,2008,3926,3239,362,0,9,4595196.8
3032,55845,54,0,41,7,2019,704,6103,315,0,7,5588845.9
3033,43304,52,0,72,2,2009,3471,6444,674,0,9,4337442.9
3034,79511,16,0,48,5,2007,6230,764,643,1,5,7953040.7
3035,88501,53,0,54,3,1992,6277,279,234,1,8,8853507.2
3036,75616,74,1,80,10,2006,3725,1227,247,0,9,7571050.6
3037,18368,21,0,7,9,2002,637,5404,362,0,10,1837769.2
3038,5375,33,1,58,3,2010,2524,7106,120,0,3,550909.0
3039,6707,72,0,4,4,2001,4976,5004,429,1,0,673817.1
3040,92190,11,1,72,10,1995,5402,3753,142,0,2,9225418.5
3041,25432,58,1,46,7,2011,9273,3243,426,1,7,2550518.1
3042,37793,34,0,55,4,1996,7075,9413,555,0,0,3786136.6
3043,60854,27,1,30,7,2019,8561,2872,434,1,1,6092125.9
3044,91531,85,1,12,8,2007,7085,5229,974,0,1,9157941.7
3045,68876,40,1,25,7,1990,7964,5567,634,1,2,6891640.0
3046,7608,98,1,6,7,2019,7675,4430,951,1,4,764900.9
3047,68717,60,0,13,10,2004,5345,9447,605,1,4,6877356.4
3048,65723,52,1,24,6,2008,1917,1872,236,0,4,6578284.8
3049,80039,64,0,39,4,1990,7828,1720,700,1,1,8008148.0
3050,62744,34,0,26,9,1990,6211,8558,307,1,4,6279042.0
3051,33624,60,1,29,1,2016,256,8882,723,0,1,3371675.6
3052,7939,23,1,75,4,1995,4950,9245,770,1,9,806234.5
3053,62854,33,0,71,6,2006,6993,7510,137,1,10,6289045.6
3054,51757,81,0,35,1,2002,2500,3378,510,1,4,5177725.2
3055,32497,56,0,20,7,2018,8808,6207,167,1,1,3253783.8
3056,32267,51,1,59,8,2019,4674,6809,179,0,2,3235159.9
3057,92490,40,1,23,3,2009,6831,3435,650,1,2,9254979.9
3058,72677,78,1,57,10,2019,3202,2431,787,1,10,7274269.9
3059,68744,89,1,77,5,2013,1008,1368,146,1,3,6883722.3
3060,87436,65,1,77,5,2005,6671,7593,360,0,6,8753875.5
3061,80776,37,0,38,8,1990,4193,8122,847,1,8,8086132.0
3062,30472,87,1,34,7,2001,7093,4036,686,0,1,3053446.1
3063,52141,65,0,40,1,1999,6502,8866,866,0,5,5218700.9
3064,51777,6,1,38,1,2007,6619,7721,105,0,8,5186005.7
3065,40280,72,1,56,7,2002,4126,7269,522,0,6,4036659.2
3066,79457,58,1,18,4,1992,1393,5374,338,0,6,7949180.2
3067,93568,51,1,31,5,2017,2633,2275,317,1,7,9362309.7
3068,656,98,0,12,3,2016,5947,932,707,1,10,68528.6
3069,28997,16,1,28,3,1992,8232,5924,873,1,5,2906243.2
3070,97147,4,0,98,9,1995,5468,9304,595,1,0,9722196.5
3071,69411,45,1,25,2,2013,5047,6724,303,0,3,6945253.3
3072,38190,42,0,92,5,2012,6916,7363,411,1,0,3828288.2
3073,81473,12,1,1,3,1990,8513,6267,615,1,2,8154129.0
3074,23682,31,1,97,10,2007,4705,9969,115,0,4,2381051.7
3075,81448,44,0,24,10,1996,200,7801,190,1,8,8146243.6
3076,16127,73,0,6,8,2005,3055,4172,286,0,6,1615094.5
3077,61486,18,1,39,4,1995,629,5658,231,1,7,6155982.5
3078,96526,1,0,65,5,2005,7174,6972,617,0,6,9657380.5
3079,55287,83,0,7,1,2017,3623,1665,267,0,3,5529453.7
3080,86820,16,0,34,1,2012,5812,6761,765,0,1,8683419.2
3081,93373,79,1,74,7,1990,4750,6912,552,0,4,9348395.0
3082,33098,24,1,13,10,2021,3844,9677,380,0,5,3318507.1
3083,69898,71,0,77,1,1992,8394,2650,920,1,3,6994429.2
3084,11401,44,1,99,6,2013,6823,5418,169,0,3,1152914.3
3085,66705,50,0,11,6,2007,4489,8258,310,0,9,6672336.7
3086,38947,88,0,21,4,2018,6357,3415,751,1,8,3900872.8
3087,65205,6,1,19,1,2004,9346,4422,467,0,5,6523874.4
3088,19339,2,1,81,3,2003,9699,9342,889,1,4,1939172.3
3089,23971,18,1,59,1,2005,9045,7696,461,1,7,2402438.5
3090,50944,19,0,11,4,2013,6963,819,893,0,1,5099151.3
3091,43283,59,0,43,8,2002,6595,3881,642,1,10,4336072.2
3092,29323,58,1,7,8,2000,4994,8783,846,0,8,2938369.0
3093,81362,72,0,72,7,1994,6047,2565,716,1,6,8144502.4
3094,8941,4,0,94,5,2012,7273,4065,987,0,1,902785.2
3095,34967,30,1,49,4,2009,8103,4297,418,0,1,3501658.9
3096,66555,56,1,36,10,2020,847,8138,184,1,4,6664457.0
3097,85985,4,1,34,1,2005,6166,5117,303,1,6,8608190.5
3098,85645,49,1,1,3,1998,1660,5116,426,0,0,8570147.8
3099,39215,18,1,21,10,1994,5706,5647,415,0,7,3927273.4
3100,56643,14,1,58,4,2018,6952,8746,504,0,7,5673199.8
3101,60479,97,0,11,6,2016,6393,5865,679,0,4,6049532.6
3102,20348,57,0,75,10,2021,209,1777,240,1,2,2037902.1
3103,66371,49,0,75,5,2012,5198,3616,367,0,9,6646262.2
3104,31291,16,1,27,8,2012,1969,9644,689,0,8,3134903.2
3105,7330,54,0,95,9,2014,4957,5927,690,0,4,740586.4
3106,41502,81,0,63,9,2016,6507,3928,307,1,7,4155333.6
3107,23027,52,1,35,5,2013,4215,5746,497,1,6,2309849.3
3108,53371,41,0,97,2,2003,3552,1530,822,0,6,5346532.3
3109,26997,44,1,99,1,2001,409,80,715,1,1,2712687.1
3110,16806,10,1,19,6,1998,5645,2749,997,0,0,1686882.8
3111,44304,87,0,63,10,2002,5377,6303,146,1,5,4436179.2
3112,66563,56,1,53,7,2005,2867,6929,623,0,3,6665417.5
3113,89812,74,0,14,7,2002,7195,3059,467,0,8,8986041.2
3114,39302,41,0,67,6,2016,8316,4989,170,0,4,3933732.6
3115,44799,32,0,71,5,2003,7341,4727,408,1,6,4489422.3
3116,36268,23,0,65,2,1997,7419,4511,260,1,4,3633523.7
3117,86676,22,0,12,2,1999,6119,7836,970,0,3,8672062.9
3118,83120,8,0,7,1,2005,2074,9939,121,1,9,8313030.5
3119,25341,85,1,47,1,2014,5010,3406,990,1,0,2544899.4
3120,25105,8,0,33,7,2006,9587,471,238,0,3,2515100.6
3121,54090,61,1,36,7,1996,4321,8989,923,0,0,5418306.6
3122,80610,64,0,93,1,2007,7915,8636,753,1,2,8071729.7
3123,65507,43,0,90,3,2004,5622,1788,890,0,2,6557760.4
3124,27204,73,1,2,10,1997,5833,6135,574,0,1,2726114.7
3125,79025,88,1,42,9,2014,750,6689,728,1,7,7908018.4
3126,3452,7,0,76,8,2001,6823,9422,106,0,1,355370.1
3127,21550,89,1,100,7,2013,8350,4046,990,1,10,2164424.3
3128,11657,88,0,21,5,2012,4859,4985,999,0,0,1170585.2
3129,28103,84,1,15,1,1993,884,3358,279,0,1,2815163.3
3130,47957,13,1,47,1,2017,6806,6563,259,0,5,4801705.7
3131,63519,91,1,31,2,2006,1001,5368,938,1,10,6358243.6
3132,76021,71,1,12,5,1990,9738,9613,727,0,0,7607661.0
3133,88259,8,0,96,2,1998,8896,9058,572,0,5,8832355.8
3134,82787,69,1,80,10,2014,27,8936,551,0,6,8289297.4
3135,56517,45,0,25,5,1999,6575,7822,631,0,8,5657851.9
3136,29096,51,0,45,2,1996,9210,2171,652,0,0,2913547.6
3137,36216,15,0,69,3,1999,405,8881,695,1,1,3622946.9
3138,5139,71,1,51,5,1998,8060,6548,517,1,2,525841.8
3139,25487,54,1,76,10,2002,4815,6098,435,1,2,2562661.2
